url_id,total_meters,floor,floors_count,district,price
300223216,35.0,12,25,,11900000
300703506,32.0,3,5,Зюзино,11990000
300355036,32.6,7,9,Зюзино,11950000
298488707,39.0,10,24,Метрогородок,12100000
301103601,44.2,15,15,Солнцево,12000000
300794336,39.1,2,14,Северное Бутово,12000000
293574412,35.4,10,17,Ярославский,12100000
298910564,32.5,9,9,Строгино,12150000
299735659,35.0,1,5,Люблино,12200000
298657199,41.0,6,14,Новогиреево,12399000
298496104,32.0,8,9,Обручевский,12400000
298369798,38.4,22,22,Братеево,12400000
301129510,31.0,5,9,Чертаново Южное,12499000
300993722,29.9,2,8,Преображенское,12500000
301080289,49.6,15,17,Северное Бутово,12500000
300199245,38.5,5,9,Северный,12600000
298728706,40.0,7,12,Перово,12500000
299243775,40.0,10,17,,12500000
299034165,31.4,3,9,Таганский,12600000
299963323,38.1,9,10,Нагатино-Садовники,12500000
300809362,33.0,2,9,Нагатинский затон,12500000
298520004,32.1,4,5,Хорошевский,12500000
294755887,39.0,3,14,Нагатинский затон,12500000
299892401,44.0,22,25,Ново-Переделкино,12700000
299151077,36.3,2,16,Ростокино,12700000
299875049,32.9,7,9,Фили-Давыдково,12700000
300985679,32.5,9,9,Строгино,12700000
300265337,36.5,4,16,Филевский парк,12700000
301081795,38.2,15,17,Бескудниковский,12800000
300146036,34.5,5,19,Солнцево,12990000
300584457,30.9,19,31,Нижегородский,12900000
300224325,43.0,15,16,Южное Медведково,12900000
301058308,34.5,10,16,Восточное Измайлово,12990000
300329014,34.6,21,26,Чертаново Южное,12900000
301109609,38.3,10,15,Молжаниновский,13000000
297459492,35.1,13,17,Марьина роща,13000000
301282997,40.5,6,17,Чертаново Северное,13000000
301208193,38.5,16,25,Марьино,13000000
300298152,39.7,16,16,Проспект Вернадского,13250000
297769271,32.2,12,33,Нижегородский,13200000
300396782,32.5,6,9,Черемушки,13150000
299106073,32.7,6,12,Пресненский,13300000
300638308,32.0,2,9,Донской,13300000
298204608,29.8,4,8,Ломоносовский,13500000
300015290,36.0,13,18,Северное Бутово,13500000
299947678,32.0,6,8,Филевский парк,13500000
298755272,39.0,13,16,Котловка,13400000
300522216,41.8,22,22,Соколиная гора,13500000
300846022,37.0,8,9,Черемушки,13450000
301231606,39.0,10,14,Очаково-Матвеевское,13500000
297048981,32.9,5,9,Ломоносовский,13450000
300907203,37.7,15,17,Бескудниковский,13500000
300782277,40.0,5,17,Марьино,13690000
300787335,34.9,5,12,Фили-Давыдково,13590000
296519297,40.0,1,9,,13700000
300984808,35.7,13,21,Хорошево-Мневники,13800000
296405462,40.3,21,24,Нагорный,13850000
300073845,35.7,13,21,Хорошево-Мневники,13890000
299566545,45.0,4,7,Коптево,13900000
301101612,40.2,20,23,Выхино-Жулебино,13800000
300757392,38.8,12,19,Отрадное,13800000
300505567,40.0,7,14,,13900000
300487094,31.7,1,5,Останкинский,14000000
294594280,30.0,21,24,Хорошево-Мневники,14000000
300179831,40.1,2,20,Коньково,13990000
298955947,36.0,4,14,Кунцево,14000000
301203125,38.0,9,30,Южнопортовый,14000000
301066304,40.0,23,33,Гольяново,14100000
301055613,33.0,5,9,Коньково,14100000
298334571,42.7,12,33,Нижегородский,14400000
300402209,25.8,15,16,Проспект Вернадского,14400000
285436606,30.0,10,15,Лефортово,14500000
299183782,37.7,4,17,Крылатское,14500000
297487459,42.0,4,8,Академический,14600000
300846723,32.9,10,10,Проспект Вернадского,14600000
298670679,30.0,3,5,Басманный,14700000
300385847,34.6,5,21,Отрадное,14800000
297396521,40.0,10,12,Хорошево-Мневники,14900000
299560332,41.1,14,26,Нижегородский,14800000
300309475,37.6,1,3,Басманный,14800000
297087775,34.2,24,33,Нижегородский,14900000
300553239,43.7,10,12,Тимирязевский,14850000
300148604,48.0,4,19,Покровское-Стрешнево,14980000
299525163,40.2,4,17,Нагатинский затон,15000000
301174660,35.5,5,17,Таганский,15000000
299990269,35.3,6,12,Академический,14990000
292246301,50.0,12,21,Бабушкинский,15000000
300345102,38.1,23,27,Покровское-Стрешнево,15000000
301189856,48.0,3,18,Отрадное,15000000
277942686,40.0,2,7,Лефортово,15000000
299663457,39.4,14,22,Хорошево-Мневники,15200000
301185329,35.0,5,7,Обручевский,15200000
301253172,33.9,9,21,Сокольники,15300000
297818957,50.0,1,8,,15300000
300600848,38.8,18,20,Рязанский,15500000
298640948,52.3,2,16,Войковский,15500000
296688010,38.0,9,17,Крылатское,15550000
298911432,37.0,13,14,Таганский,15700000
300873918,35.1,12,12,Мещанский,15600000
300251102,35.0,13,17,Хорошево-Мневники,15798137
300774778,38.1,24,25,Строгино,15800000
300654683,37.8,12,17,Филевский парк,15990000
298211391,50.0,15,17,,16300000
292434467,40.0,2,13,Марьина роща,16350000
294110486,31.9,9,9,Марьина роща,16200000
284807257,38.0,11,27,Лефортово,16500000
300372258,31.0,7,9,Дорогомилово,16400000
300610548,36.4,20,39,Западное Дегунино,16900000
298839861,38.0,5,11,Останкинский,17150000
300936184,37.8,10,20,Филевский парк,17300000
299110690,40.7,15,16,Гагаринский,17500000
300739522,38.7,3,41,Раменки,17500000
299433333,35.8,4,10,Алексеевский,17400000
297265242,39.1,3,27,Щукино,17400000
301174514,38.0,7,19,Покровское-Стрешнево,17600000
300799633,36.5,14,18,Головинский,17800000
293478539,42.5,10,34,Обручевский,17990000
300242556,40.4,12,16,Даниловский,17900000
300650119,42.4,17,19,Даниловский,18500000
297730158,35.1,27,30,Южнопортовый,18500000
300252607,47.2,19,22,Черемушки,18833000
299969211,44.7,3,22,Хорошевский,18700000
299548651,46.3,4,29,Даниловский,18990000
295736833,41.7,23,26,Нагорный,18900000
295896231,37.0,5,28,Лефортово,19450000
300709125,33.0,5,9,Дорогомилово,19700000
299845470,38.0,13,31,Можайский,19700000
300176709,49.0,2,29,Даниловский,19990000
297128991,44.6,5,24,Раменки,20000000
298117075,43.0,3,16,Даниловский,20500000
299002987,34.5,3,8,Даниловский,20700000
298697375,35.5,26,33,Хорошево-Мневники,20800000
284708774,39.2,2,29,Даниловский,20900000
280468332,38.6,27,28,Войковский,21000000
299924739,39.7,14,16,Свиблово,21500000
293420284,40.0,6,14,Тверской,21500000
298519482,44.8,6,23,Бутырский,21700000
296937938,48.9,5,9,,22000000
295715281,36.0,18,29,Филевский парк,22000000
298707230,40.0,18,22,Хорошево-Мневники,21900000
300622420,37.0,7,8,Даниловский,21950000
300190758,46.8,28,34,Обручевский,22350000
299284952,37.3,12,31,Раменки,22550000
288093772,45.0,5,18,Филевский парк,22550000
296959546,30.0,3,52,Раменки,23000000
301131065,42.3,9,22,Даниловский,23000000
300878066,32.2,4,9,Якиманка,23300000
300369404,43.0,13,26,Покровское-Стрешнево,23950000
298769395,45.0,3,39,Раменки,24500000
299810301,36.0,15,20,Филевский парк,24500000
300563521,39.0,6,22,Хорошевский,25800000
299466433,37.3,2,13,Раменки,25990000
300914382,50.5,18,22,Хорошево-Мневники,28500000
299005437,40.1,2,40,Хорошевский,29000000
299098459,13.8,1,16,Текстильщики,2120000
299098691,13.1,1,5,Пресненский,3500000
299098694,15.6,1,5,Пресненский,3900000
300522888,15.9,4,5,Перово,3975000
299098689,17.1,1,5,Пресненский,4150000
293949247,81.9,5,5,Даниловский,4300000
301269321,50.4,2,16,Ивановское,5600000
299691408,13.8,2,4,Аэропорт,6100000
297665778,26.8,4,9,Люблино,6182125
299708330,33.0,5,5,,6250000
299877480,41.1,7,12,,6200000
298940093,37.2,2,4,,6300000
300995677,13.4,1,5,Восточное Измайлово,6499999
297665782,29.5,5,9,Люблино,6688500
294762626,24.0,12,14,,6850000
297902607,30.6,6,9,,6900000
297794824,42.3,7,8,,7000000
300484387,35.1,9,9,Люблино,7220000
294390871,28.6,1,4,,7200000
298662291,33.0,5,9,Бирюлево Западное,7500000
299526999,19.0,4,4,Басманный,7550000
300708101,33.0,2,9,Гольяново,7600000
296283974,32.3,1,12,Бирюлево Восточное,7800000
300777163,33.0,3,16,,7750000
294224381,27.0,2,9,Ясенево,7800000
296440583,38.0,1,5,,7800000
296957709,31.0,3,12,,7850000
301264563,39.1,8,14,Крюково,7990000
300526999,34.7,9,12,Бирюлево Восточное,7900000
275891629,39.1,1,12,Бирюлево Восточное,8000000
297046262,35.0,1,12,Бибирево,8000000
283252548,32.0,4,9,Гольяново,8000000
300392821,35.0,10,12,Метрогородок,8350000
300844028,32.8,8,9,Вешняки,8380000
300910623,32.0,3,9,Кузьминки,8400000
301012393,48.0,13,14,,8400000
298606228,33.0,6,6,Марфино,8400000
299098543,41.2,13,18,,8400000
300026900,25.0,2,9,Рязанский,8450000
300280211,39.2,2,5,,8500000
301224949,29.5,1,9,Можайский,8500000
300613718,33.2,12,13,,8500000
300640454,39.2,3,17,,8500000
274992411,38.0,9,17,Десеновское поселение,8500000
293276080,39.2,2,5,,8500000
300255064,33.0,4,9,Бирюлево Западное,8590000
297471229,34.6,9,9,Люблино,8645000
296150165,17.5,12,22,Тропарево-Никулино,8600000
298263575,34.7,8,9,Люблино,8645000
290627963,21.6,3,8,Басманный,8690000
297269769,33.1,8,15,,8700000
294120151,40.1,7,13,,8700000
296173861,31.6,6,9,Северное Измайлово,8740000
300874074,27.0,4,13,,8850000
297493910,38.0,10,14,Южное Бутово,8800000
301087192,29.8,3,9,Ярославский,8800000
299541399,34.3,11,12,Бирюлево Восточное,8800000
301305561,33.0,7,9,Орехово-Борисово Южное,8999999
301205880,30.0,8,9,Северное Измайлово,8950000
297249616,35.5,1,9,Восточное Дегунино,8900000
300789556,33.1,6,9,Теплый Стан,8990000
300737992,37.4,17,17,Западное Дегунино,8950000
300844691,35.3,9,9,Люблино,8977500
300884607,32.0,6,14,,9000000
301121521,35.4,1,12,Измайлово,9000000
300500078,35.9,9,9,Люблино,9072500
294261359,43.0,7,17,,9000000
300912565,32.9,9,9,Северное Бутово,9000000
297719712,34.6,4,9,Южное Медведково,9000000
299341352,37.0,1,12,Южное Бутово,9000000
294105311,40.0,3,16,,9050000
299297601,33.2,1,9,,9000000
299944808,36.0,4,16,Новогиреево,9100000
296531901,42.35,8,12,,9100000
300488501,36.2,7,9,Люблино,9167500
300484401,36.1,5,9,Люблино,9120000
297537768,36.1,4,9,Люблино,9120000
301075784,34.0,4,9,Люблино,9100000
300504180,40.5,7,19,Крюково,9100000
297473076,36.1,4,9,Люблино,9120000
300159130,45.0,11,21,,9100000
298561550,32.8,3,18,Останкинский,9200000
300395814,32.6,9,9,Ясенево,9200000
300423409,34.1,3,16,Текстильщики,9200000
297115762,30.1,3,5,Можайский,9200000
298575629,40.0,17,17,,9200000
297171996,32.8,3,18,Останкинский,9200000
292809252,35.0,6,9,Метрогородок,9200000
298684834,39.0,6,7,,9200000
300932908,32.4,5,9,Чертаново Центральное,9300000
301255257,33.0,7,9,Орехово-Борисово Северное,9250000
299525068,33.0,3,9,Бибирево,9300000
294302570,38.8,5,10,Люблино,9440000
299673031,34.7,8,9,,9350000
300756677,21.6,33,33,Метрогородок,9500000
297245406,35.1,2,12,Дмитровский,9500000
297469292,38.3,14,22,Москворечье-Сабурово,9500000
301173226,39.0,2,16,,9500000
299359436,33.0,5,9,Вешняки,9450000
299190804,37.6,2,17,Западное Дегунино,9500000
263316279,37.7,1,16,Чертаново Центральное,9450000
300795150,32.0,9,9,Ивановское,9500000
301080745,33.4,4,9,Солнцево,9499000
294564571,33.0,1,5,Царицыно,9500000
301130794,29.9,1,5,Преображенское,9600000
299450063,38.0,2,17,Некрасовка,9550000
299621067,32.0,1,5,Котловка,9600000
297560632,37.9,8,22,Северный,9600000
300272864,36.0,5,12,Лианозово,9650000
300430041,36.1,6,9,Ивановское,9700000
299521408,40.0,3,17,,9700000
296830460,26.0,7,30,Южнопортовый,9800000
299884223,40.0,9,16,Гольяново,9800000
300946150,41.4,9,17,Некрасовка,9800000
299567278,38.5,2,16,Братеево,9900000
297902728,38.3,13,18,Люблино,9900000
300401720,32.0,3,9,Бескудниковский,9900000
299447813,41.0,3,19,,9900000
296478167,43.2,11,12,Косино-Ухтомский,9900000
300571407,37.1,1,14,Выхино-Жулебино,9900000
300830028,37.4,16,17,Некрасовка,9920000
265719814,29.6,4,9,Богородское,9850000
301301827,35.8,6,17,Люблино,9999999
299283368,38.6,12,17,Митино,9950000
295014997,35.1,1,9,Южное Медведково,9990000
300822573,34.0,1,12,Бутырский,10000000
300638800,42.0,11,22,,10000000
300304173,40.0,10,17,,10000000
300935419,28.3,10,12,Орехово-Борисово Южное,10000000
300817546,39.0,6,17,,10000000
299685496,26.3,2,9,Лефортово,9999000
301037658,40.0,5,5,Котловка,9950000
301082349,37.0,12,17,,9990000
296044216,38.6,2,14,Восточное Дегунино,9999000
300319803,37.9,8,17,Москворечье-Сабурово,10100000
299635064,38.0,5,14,Новокосино,10100000
298464986,21.1,2,26,Нагатино-Садовники,10100000
300348297,33.0,7,9,Ясенево,10200000
301292568,38.8,17,22,Лосиноостровский,10200000
301198212,37.9,9,14,Марьино,10200000
301301505,32.9,5,5,Лосиноостровский,10300000
299785207,38.0,7,23,Солнцево,10300000
299916899,38.1,15,17,Западное Дегунино,10300000
299098438,41.0,16,24,Косино-Ухтомский,10300000
300385867,31.0,3,9,Чертаново Северное,10300000
298071565,36.1,4,5,Коптево,10400000
301160188,40.0,5,18,Бирюлево Восточное,10399000
300670075,35.2,11,12,Нагорный,10350000
301301831,38.0,2,17,Марьино,10500000
299434408,41.1,11,16,,10500000
300526507,30.2,5,5,Перово,10500000
298191085,37.0,7,12,Бабушкинский,10490000
299491618,36.4,7,9,Чертаново Центральное,10500000
300693446,37.5,2,17,Косино-Ухтомский,10500000
299560983,32.9,3,9,Северное Тушино,10500000
300748373,33.3,1,9,Чертаново Северное,10500000
300472406,38.0,12,17,Западное Дегунино,10500000
298246125,41.8,17,25,,10499990
301185734,38.8,2,12,Перово,10500000
300279567,36.2,16,16,Царицыно,10500000
300742895,36.8,11,25,,10500000
300998578,37.7,9,17,Митино,10500000
300635008,32.7,2,12,Орехово-Борисово Северное,10490000
298702499,47.0,9,17,,10600000
297903478,38.9,5,10,Люблино,10600000
298245633,37.7,3,17,Митино,10600000
298208285,37.0,15,17,Южное Медведково,10700000
300474139,28.0,11,23,,10700000
301102353,32.1,6,10,Раменки,10700000
301231554,36.6,17,22,,10800000
297903422,32.0,2,5,Соколиная гора,10750000
298873227,33.0,2,9,Чертаново Северное,10800000
298275191,39.0,14,17,Люблино,10800000
299543766,38.5,19,22,Можайский,10800000
297883038,40.0,17,24,Косино-Ухтомский,10750000
299098420,36.4,19,22,Орехово-Борисово Северное,10799999
300188888,33.0,8,9,Бибирево,10850000
299923824,41.3,8,25,,10750000
300905486,37.7,1,9,Метрогородок,10800000
293999939,35.0,12,22,,10800000
300833206,34.1,1,12,Черемушки,10900000
301295481,37.7,17,17,Некрасовка,10900000
300615389,37.9,3,17,,10990000
300506812,43.6,8,8,,10950000
300260157,38.5,15,17,,10900000
301111454,46.2,10,18,,10990000
298210842,38.7,11,14,Южное Бутово,11000000
299098702,35.4,2,12,Текстильщики,11000000
300191397,32.0,3,9,Донской,11000000
300340862,31.5,4,9,Бабушкинский,11000000
299027336,37.0,7,16,Чертаново Центральное,11000000
300121348,36.1,2,5,Соколиная гора,11000000
298596946,38.0,17,17,Северное Измайлово,11000000
299362408,36.9,7,19,,11000000
299566754,36.3,3,4,,11000000
299859994,30.8,2,10,Раменки,11100000
299253493,43.2,2,9,,11100000
299971212,30.0,2,8,Богородское,11100000
297903289,40.5,2,16,Чертаново Южное,11200000
297903450,32.0,8,9,Кузьминки,11200000
300055372,38.9,2,14,Марьино,11275000
298549786,30.6,5,5,Сокольники,11200000
295373032,38.0,2,12,Филевский парк,11249999
298158138,36.0,12,12,Черемушки,11200000
293783040,32.5,2,14,Орехово-Борисово Южное,11200000
300838166,42.1,2,12,Южное Бутово,11300000
301181610,38.0,10,17,Москворечье-Сабурово,11300000
301167819,36.0,12,12,Измайлово,11300000
294166690,38.2,14,16,Метрогородок,11400000
300461258,37.9,9,23,Солнцево,11400000
300749553,41.2,13,19,Северный,11300000
279367183,38.1,16,22,Северный,11500000
292880298,36.4,8,14,Покровское-Стрешнево,11500000
301125265,42.6,9,24,Выхино-Жулебино,11500000
300967353,42.4,3,16,Южное Бутово,11500000
300872900,38.0,9,17,Западное Дегунино,11490000
301201442,31.0,8,9,Ясенево,11490000
301070948,40.2,12,24,Южное Бутово,11500000
294398120,35.0,6,12,Зюзино,11600000
300438738,38.0,8,9,Лосиноостровский,11590000
292408397,33.7,5,5,Измайлово,11600000
299151425,45.0,12,17,,11600000
300101223,33.1,9,22,Москворечье-Сабурово,11700000
300981591,32.7,4,9,Отрадное,11700000
300709866,46.5,5,19,,11700000
300918991,39.0,2,12,Строгино,11800000
299944351,38.1,10,17,Москворечье-Сабурово,11900000
300774701,38.0,17,17,Солнцево,11900000
298517117,36.6,2,9,Филевский парк,11990000
300207855,31.7,2,9,Южнопортовый,11900000
301059591,52.6,5,5,Люблино,11900000
299564815,33.12,3,12,Хорошево-Мневники,12000000
297078172,38.0,12,18,Бирюлево Восточное,12100000
299623799,39.0,1,12,Таганский,12000000
300522974,35.0,11,16,Люблино,12000000
298620400,36.6,4,24,Головинский,12000000
300311562,37.0,4,17,Зюзино,12100000
274340854,32.5,5,5,Можайский,12000000
301062122,34.4,3,12,Братеево,12000000
299353261,31.0,9,9,Можайский,12200000
301055695,43.76,2,26,Южное Бутово,12200000
297903066,40.0,3,8,,12300000
297916901,31.9,2,15,Хорошевский,12337000
297903543,35.5,11,12,Тимирязевский,12450000
300252612,38.6,13,22,Северный,12400000
297503793,38.0,5,12,Лосиноостровский,12400000
293417759,34.1,23,24,Марьино,12480000
297478360,36.4,7,12,Ясенево,12500000
299775850,40.0,7,12,Перово,12500000
298054523,40.0,4,14,Восточное Измайлово,12500000
298013712,35.4,5,12,Зюзино,12600000
299660262,37.0,4,13,Бескудниковский,12500000
300691248,34.0,1,13,Сокольники,12500000
300623602,33.0,12,22,Солнцево,12500000
288615642,36.5,7,14,,12500000
300938365,34.1,18,32,Нижегородский,12500000
299673462,36.3,7,14,Северное Медведково,12600000
299990221,41.0,9,9,,12599999
301108021,35.3,5,16,Соколиная гора,12500000
300026923,35.8,9,12,Черемушки,12700000
298298643,40.8,10,16,Новогиреево,12700000
301126679,32.0,5,8,Свиблово,12700000
299733072,38.3,11,19,Чертаново Южное,12700000
299739991,52.4,11,25,,12800000
300468785,40.0,3,12,Чертаново Южное,12800000
297249360,36.0,20,20,Соколиная гора,12800000
300438601,39.2,5,33,Дмитровский,12800000
279590376,52.4,11,25,,12820000
300327603,40.8,6,9,Солнцево,12800000
301139466,41.0,2,22,,12800000
299418867,25.8,16,27,Лефортово,12900000
296830368,38.1,4,13,Покровское-Стрешнево,12900000
300472824,32.5,6,9,Раменки,12900000
300435412,47.0,23,25,Митино,12950000
293551723,40.6,15,15,,12900000
300320366,38.4,2,14,Северное Тушино,13000000
299513278,38.0,17,17,Москворечье-Сабурово,13000000
300053214,40.3,19,33,Западное Дегунино,13000000
299467959,38.7,22,22,Строгино,13000000
299520289,38.0,2,14,Орехово-Борисово Северное,13000000
298273403,32.0,10,17,Тимирязевский,13000000
300111500,40.7,12,26,Нижегородский,13200000
295091947,52.3,14,18,Северное Бутово,13250000
299609347,40.7,12,31,Нижегородский,13200000
300790922,40.8,4,14,Очаково-Матвеевское,13250000
293720037,38.5,10,26,Чертаново Южное,13200000
298436654,33.4,6,6,Южнопортовый,13200000
301195056,38.1,16,17,Орехово-Борисово Северное,13250000
300948938,31.8,2,9,Проспект Вернадского,13300000
301264647,35.1,4,12,Коптево,13300000
300669980,43.1,22,33,Нижегородский,13350000
297987258,27.1,23,26,Лефортово,13300000
300066004,40.0,15,17,Войковский,13490000
300610050,33.0,3,3,Свиблово,13500000
299098407,40.0,8,17,Северное Тушино,13450000
297516131,54.0,4,5,Измайлово,13500000
300961036,40.0,5,16,Ростокино,13500000
300215502,37.6,4,25,Метрогородок,13500000
301124744,29.7,3,5,Филевский парк,13680000
300697006,38.1,2,22,Филевский парк,13590000
300232347,35.0,10,12,Таганский,13600000
299958576,38.0,7,16,Строгино,13650000
298643676,38.8,22,22,Коптево,13700000
299121621,39.1,10,12,Филевский парк,13700000
300670002,28.0,11,29,Лефортово,13700000
301175373,38.0,4,9,Отрадное,13899000
298660144,33.0,3,9,Ростокино,13800000
301063479,44.5,4,17,Печатники,13800000
299298710,37.2,6,14,Алексеевский,13850000
297903554,25.0,10,12,Даниловский,14000000
300933298,37.5,27,33,Рязанский,13990000
299111808,39.0,14,25,Некрасовка,13999000
299693932,36.0,3,9,Даниловский,14000000
301170215,37.8,13,17,Филевский парк,14000000
301080334,36.0,4,12,Аэропорт,14000000
301055293,38.0,9,9,Левобережный,14000000
300497842,36.0,9,12,Марьина роща,13999900
297722022,42.4,2,23,Бабушкинский,14200000
300386735,31.0,3,9,Ломоносовский,14100000
300151987,31.2,7,9,Марьина роща,14150000
294227594,34.6,3,13,Проспект Вернадского,14200000
299781936,36.7,4,19,Солнцево,14350000
300974741,39.0,7,12,Филевский парк,14250000
300660959,38.2,6,9,Нагатино-Садовники,14390000
299945908,42.2,5,22,Дмитровский,14450000
298826127,30.0,10,27,Лефортово,14500000
297819556,34.7,2,17,Отрадное,14400000
298266509,39.0,6,12,Бутырский,14500000
300799595,35.1,2,26,Чертаново Южное,14500000
298834659,37.0,30,31,Нижегородский,14600000
300382180,35.6,4,14,Сокольники,14650000
301036389,44.3,17,19,Можайский,14700000
297267330,35.0,11,12,Таганский,14900000
299726354,39.0,9,17,Зюзино,14800000
298678058,39.0,7,17,Крылатское,14890000
298878638,40.2,24,25,Орехово-Борисово Южное,14900000
293426047,33.2,4,12,Коптево,15000000
298085850,32.8,11,12,Тверской,15000000
300072249,49.1,4,10,Савёлки,15000000
299146321,35.2,4,5,Филевский парк,14999000
299724639,41.9,17,22,Коньково,15400000
298944007,30.3,3,5,Аэропорт,15400000
299396164,35.0,2,12,Сокол,15549000
294632911,35.0,12,15,Раменки,15500000
301102746,33.1,11,12,Басманный,15500000
297903207,38.1,5,15,Рязанский,15899000
300860664,42.0,4,12,Можайский,16000000
300334903,45.9,21,21,Нагатинский затон,15990000
297049321,33.3,13,25,Кунцево,16299000
300824556,40.0,14,17,Таганский,16300000
300574869,38.2,8,14,Фили-Давыдково,16200000
293087275,37.0,4,8,Даниловский,16500000
300789277,35.0,18,24,Хорошево-Мневники,16500000
301257470,37.5,22,26,Лефортово,16490000
301013159,39.0,26,27,Лефортово,16700000
299812975,36.0,3,23,Лефортово,16790000
299846175,41.2,9,19,Котловка,16700000
299050943,34.0,5,6,Соколиная гора,16900000
300690669,38.0,15,24,Гольяново,17000000
299568116,35.3,3,25,Хорошевский,17300000
299675284,47.0,3,25,Кунцево,17500000
297988284,31.9,4,9,Пресненский,17500000
296552934,41.4,3,15,Лефортово,17600000
297729526,35.0,4,6,Даниловский,17800000
300698867,38.9,7,20,Даниловский,17750000
294867977,39.3,19,25,Ломоносовский,17800000
295604284,48.0,4,15,Черемушки,17850000
301088690,38.5,15,18,Таганский,17999999
301064322,38.8,8,9,Раменки,17900000
299024926,38.0,13,15,Беговой,18200000
298561466,36.4,9,14,Даниловский,18200000
295689369,38.5,5,7,Даниловский,18250000
299090011,39.1,2,14,Замоскворечье,18400000
300382146,37.9,18,18,Покровское-Стрешнево,18390000
295544053,39.0,21,29,Даниловский,18500000
301045303,53.1,2,20,Даниловский,18585000
300650666,45.3,8,8,Академический,18500000
298253235,37.7,24,27,Очаково-Матвеевское,18490000
301028633,39.8,15,24,Донской,18500000
299629196,39.3,12,14,Гагаринский,18500000
300546617,40.1,3,10,Покровское-Стрешнево,18500000
298734290,43.2,4,15,Даниловский,18750000
300709673,41.4,7,15,Лефортово,18700000
297541645,42.8,9,15,Даниловский,18700000
296991739,38.0,5,25,Хорошево-Мневники,18999000
298883995,32.8,9,58,Хорошево-Мневники,18900000
300119621,43.4,23,24,Головинский,19000000
300446580,46.0,5,23,Москворечье-Сабурово,19150000
296830598,40.3,8,12,Даниловский,19200000
300591416,51.1,22,25,Нижегородский,19300000
301288516,36.9,6,17,Раменки,19400000
300571753,43.1,9,20,Лефортово,19500000
301199270,51.2,4,16,Коньково,19900000
299614559,39.0,5,25,Щукино,19950000
286709271,45.0,4,26,Раменки,20000000
299697358,40.9,5,14,Люблино,20000000
296477241,63.53,4,11,Щукино,20230244
190497547,46.7,4,17,Богородское,20650000
301045006,38.78,2,20,Даниловский,20990000
300745064,38.0,4,7,Тверской,20990000
301130423,36.1,10,14,Таганский,20900000
299382827,41.0,13,23,Люблино,21100000
299854712,52.0,9,20,Нагатино-Садовники,21500000
300572581,40.0,6,14,Тверской,21500000
299668666,45.6,30,34,Обручевский,21500000
300995772,41.0,25,41,Хорошево-Мневники,21990000
289439918,40.3,15,28,Раменки,22399990
288094235,45.0,5,18,Филевский парк,22550000
297902602,42.9,4,4,Басманный,22990000
288174193,50.0,6,22,Лосиноостровский,23000000
300206025,23.7,1,4,Тверской,23900000
299724774,45.0,5,26,Хорошевский,23700000
296830603,39.9,5,12,Даниловский,24000000
301260637,36.0,29,31,Раменки,24700000
300769980,50.0,7,25,Покровское-Стрешнево,25000000
300245372,31.2,5,9,Хамовники,25000000
300436978,42.0,3,15,Люблино,25000000
300275442,35.0,38,57,Хорошево-Мневники,24990000
301227544,38.0,5,18,Беговой,25600000
300644939,35.4,9,29,Хорошево-Мневники,26550000
301005702,45.0,6,10,Пресненский,28000000
300923610,49.8,12,26,Хорошевский,28100000
283111925,64.5,18,24,Обручевский,28900000
300459829,40.0,6,14,Южное Бутово,800000
300440329,37.8,9,14,Выхино-Жулебино,900000
296830781,34.9,5,16,Черемушки,2200000
298991779,31.6,1,5,Головинский,2250000
295666829,30.6,3,5,Фили-Давыдково,2250000
293269136,38.0,4,17,Митино,2500000
296292436,20.0,4,4,,2600000
300818721,31.0,9,12,Орехово-Борисово Северное,2899000
300427156,56.0,5,5,Богородское,2900000
300707113,35.2,3,14,Савёлки,2900000
298512685,38.6,8,14,Косино-Ухтомский,3500000
299038326,31.1,5,5,,3600000
297962396,39.7,1,27,Хорошево-Мневники,3700000
299958853,36.0,1,12,Северное Тушино,3800000
299570374,19.6,1,5,Очаково-Матвеевское,3800000
290644239,44.0,12,12,Измайлово,3800000
279298831,13.2,2,6,Северное Измайлово,3865000
298683140,17.0,1,2,Вешняки,3900000
299604849,13.0,1,8,Савеловский,3950000
292756404,15.8,1,3,,3990000
299107847,15.0,1,8,Алексеевский,4000000
301259485,32.0,5,5,Рязанский,4000000
298348886,12.0,1,8,Савеловский,4100000
301272886,11.0,1,14,Таганский,4100000
300992697,60.0,2,9,Чертаново Центральное,4100000
299970822,9.0,4,5,Черемушки,4150000
300499891,14.4,1,2,Соколиная гора,4300000
297254800,17.6,4,16,Нижегородский,4350000
300153550,14.3,3,3,Нижегородский,4350000
288413164,11.0,1,9,Сокол,4444444
296757890,46.0,2,5,,4420000
294166110,43.0,3,5,пос. Рогово,4450000
297697989,15.0,3,3,Дмитровский,4500000
301067217,35.0,6,12,Перово,4500000
300934690,17.8,1,5,Хорошевский,4500000
298610436,37.7,7,17,,4500000
301257953,13.0,3,3,Коньково,4600000
298263988,42.3,5,16,Бирюлево Восточное,4750000
298462224,35.4,1,3,,4850000
298544927,35.0,1,3,,4921000
297197260,39.0,4,4,,4980000
300589646,35.8,2,4,Фили-Давыдково,4950000
300788942,20.1,4,5,Марфино,4999999
300710740,20.0,4,5,Марфино,4999999
300611210,16.0,6,7,Южное Бутово,5000000
300062146,34.7,4,12,Таганский,5000000
300153461,19.7,4,5,Марфино,5015000
289694246,32.8,5,12,Зябликово,5000000
